source_lemma,target_translation,source,source_id,uri
ilyrská literatura,Illyrian literatur,teater,2638,https://teater.aiscr.cz/id/2638
ilyrské etnika a kmeny,Illyrian ethnic groups and tribes,teater,3928,https://teater.aiscr.cz/id/3928
ilyrské provincie,Illyrian Provinces,teater,2984,https://teater.aiscr.cz/id/2984
ilyrština,ancient Illyrian,teater,2639,https://teater.aiscr.cz/id/2639
ilýrie,Illyria,teater,2983,https://teater.aiscr.cz/id/2983
imaginativní geografie,imaginative geography,teater,4150,https://teater.aiscr.cz/id/4150
impluvium,impluvium,teater,1506,https://teater.aiscr.cz/id/1506
import,import,teater,70,https://teater.aiscr.cz/id/70
impresionismus,impressionism,teater,3765,https://teater.aiscr.cz/id/3765
improvizace,improvisation,teater,4253,https://teater.aiscr.cz/id/4253
in antis,distyle in antis,teater,1311,https://teater.aiscr.cz/id/1311
indie,India,amcr,HES-001340,https://api.aiscr.cz/id/HES-001340
indo-evropská mytologie,Indo-European mythology,teater,2642,https://teater.aiscr.cz/id/2642
indoevropané,Indo-Europeans,teater,2640,https://teater.aiscr.cz/id/2640
indoevropské jazyky,Indo-European languages,teater,2641,https://teater.aiscr.cz/id/2641
indoevropština,Proto-Indo-European,teater,2643,https://teater.aiscr.cz/id/2643
indonésie,Indonesia,amcr,HES-001199,https://api.aiscr.cz/id/HES-001199
industrializace,industrialization,teater,4141,https://teater.aiscr.cz/id/4141
industrie,industry,teater,71,https://teater.aiscr.cz/id/71
industriál,Industrial,amcr,HES-001165,https://api.aiscr.cz/id/HES-001165
industriální období,Industrial Period,amcr,HES-000417,https://api.aiscr.cz/id/HES-000417
industriální období 1,Industrial Period 1,amcr,HES-000348,https://api.aiscr.cz/id/HES-000348
industriální období 2,Industrial Period 2,amcr,HES-000349,https://api.aiscr.cz/id/HES-000349
industriální společnost,industrial society,teater,3689,https://teater.aiscr.cz/id/3689
informátor,informant,teater,4304,https://teater.aiscr.cz/id/4304
infračervená spektroskopie,infrared spectroscopy,teater,183,https://teater.aiscr.cz/id/183
ingot,ingot,teater,2304,https://teater.aiscr.cz/id/2304
inkolát,inkolat,teater,3593,https://teater.aiscr.cz/id/3593
inkrustace,incrustation,teater,3264,https://teater.aiscr.cz/id/3264
inlej,inlays,teater,3705,https://teater.aiscr.cz/id/3705
insignie,insignia,teater,2364,https://teater.aiscr.cz/id/2364
insubrové,Insubres,teater,3938,https://teater.aiscr.cz/id/3938
insula,insula,teater,1498,https://teater.aiscr.cz/id/1498
intarzie,intarsia,teater,3393,https://teater.aiscr.cz/id/3393
integrální antropologie,integral anthropology,teater,3899,https://teater.aiscr.cz/id/3899
interlokutor,interlocutor,teater,4305,https://teater.aiscr.cz/id/4305
interpretace textů,interpretation of texts,teater,585,https://teater.aiscr.cz/id/585
interpretace uměleckého díla,art interpretation,teater,456,https://teater.aiscr.cz/id/456
intruze,intrusion,amcr,HES-000010,https://api.aiscr.cz/id/HES-000010
investorská zpráva,client report,amcr,HES-001079,https://api.aiscr.cz/id/HES-001079
inženýrsko-geologický průzkum,engineering-geological survey,amcr,HES-000596,https://api.aiscr.cz/id/HES-000596
inženýrská síť,infrastructure network,teater,1571,https://teater.aiscr.cz/id/1571
inženýrské sítě,engineering networks,amcr,HES-000598,https://api.aiscr.cz/id/HES-000598
ionské moře,Ionian Sea,teater,4025,https://teater.aiscr.cz/id/4025
irsko,Ireland,amcr,HES-001344,https://api.aiscr.cz/id/HES-001344
irská mytologie,Irish mythology,teater,2647,https://teater.aiscr.cz/id/2647
irák,Iraq,amcr,HES-001260,https://api.aiscr.cz/id/HES-001260
irština,Irish language,teater,2668,https://teater.aiscr.cz/id/2668
isaurové,Isauri,teater,3930,https://teater.aiscr.cz/id/3930
island,Iceland,amcr,HES-001278,https://api.aiscr.cz/id/HES-001278
islám,Islam,teater,3795,https://teater.aiscr.cz/id/3795
islámská architektura,Islamic architecture,teater,1343,https://teater.aiscr.cz/id/1343
isthmos (řecko),Isthmus,teater,4027,https://teater.aiscr.cz/id/4027
istrijský poloostrov (chorvatsko a slovinsko),Istria,teater,4028,https://teater.aiscr.cz/id/4028
itala,itala,teater,2219,https://teater.aiscr.cz/id/2219
italikové,Italic peoples,teater,3931,https://teater.aiscr.cz/id/3931
italština,Italian,amcr,HES-001448,https://api.aiscr.cz/id/HES-001448
itinerář,itinerarium,teater,2196,https://teater.aiscr.cz/id/2196
itálie,Italy,amcr,HES-001319,https://api.aiscr.cz/id/HES-001319
izolovaný pohřeb,isolated grave,amcr,HES-000026,https://api.aiscr.cz/id/HES-000026
izotopový výzkum,isotopic analysis,teater,157,https://teater.aiscr.cz/id/157
izrael,Israel,amcr,HES-001320,https://api.aiscr.cz/id/HES-001320
iónie (turecko),Ionia,teater,4024,https://teater.aiscr.cz/id/4024
iónové,Ionians,teater,2724,https://teater.aiscr.cz/id/2724
iónské povstání (499-494 př. kr.),Ionian Revolt,teater,2760,https://teater.aiscr.cz/id/2760
iónské umění,Ionian art,teater,2738,https://teater.aiscr.cz/id/2738
iónský stavební řád,ionic order,teater,3749,https://teater.aiscr.cz/id/3749
jadeit,jadeite,teater,2440,https://teater.aiscr.cz/id/2440
jaderské moře,Adriatic Sea,teater,4031,https://teater.aiscr.cz/id/4031
jagellonci,Jagiellonian dynasty,teater,3080,https://teater.aiscr.cz/id/3080
jahve,Yahweh,teater,3817,https://teater.aiscr.cz/id/3817
jamajka,Jamaica,amcr,HES-001245,https://api.aiscr.cz/id/HES-001245
jamkový email,champlevé,teater,3378,https://teater.aiscr.cz/id/3378
jan křtitel,John the Baptist,teater,3807,https://teater.aiscr.cz/id/3807
jansenismus,Jansenism,teater,708,https://teater.aiscr.cz/id/708
jantar,amber,amcr,HES-000926,https://api.aiscr.cz/id/HES-000926
jantarová stezka (obchodní stezka),Amber Road,teater,2985,https://teater.aiscr.cz/id/2985
japonsko,Japan,amcr,HES-001353,https://api.aiscr.cz/id/HES-001353
jarní a velikonoční obyčeje,Spring and Easter traditions,teater,4260,https://teater.aiscr.cz/id/4260
jaroměř,Jaroměř,amcr,HES-000191,https://api.aiscr.cz/id/HES-000191
jaspis,jasper,teater,2449,https://teater.aiscr.cz/id/2449
jastorfská kultura,Jastorf culture,teater,1210,https://teater.aiscr.cz/id/1210
jatka,slaughterhouse,teater,1522,https://teater.aiscr.cz/id/1522
javorské knížectví,Duchy of Jawor,teater,3039,https://teater.aiscr.cz/id/3039
jazygové,Iazyges,teater,3970,https://teater.aiscr.cz/id/3970
jazyk setu,Seto dialect,teater,2866,https://teater.aiscr.cz/id/2866
jazykové vlivy (církevněslovanské),language influence of Church Slavic,teater,2831,https://teater.aiscr.cz/id/2831
jazykový znak,language sign,teater,623,https://teater.aiscr.cz/id/623
jazyky v itálii,Italic languages,teater,4030,https://teater.aiscr.cz/id/4030
jehelník,pincushion,teater,2103,https://teater.aiscr.cz/id/2103
jehla,needle,teater,2104,https://teater.aiscr.cz/id/2104
jehla/špendlík,needle/pin,amcr,HES-000804,https://api.aiscr.cz/id/HES-000804
jehlice,clothing pin,amcr,HES-000699,https://api.aiscr.cz/id/HES-000699
jehličnatý les,coniferous forest,teater,854,https://teater.aiscr.cz/id/854
jemen,Yemen,amcr,HES-001313,https://api.aiscr.cz/id/HES-001313
jersey,Jersey,amcr,HES-001364,https://api.aiscr.cz/id/HES-001364
jeruzalémské sestry,Sisters of The Teutonic order,teater,3174,https://teater.aiscr.cz/id/3174
jeruzalémští bratři,Teutonic Knights,teater,3148,https://teater.aiscr.cz/id/3148
jeskynní hrad,cave castle,teater,1431,https://teater.aiscr.cz/id/1431
jeskynní malba,cave painting,teater,1856,https://teater.aiscr.cz/id/1856
jeskyně,cave,teater,1682,https://teater.aiscr.cz/id/1682
jeskyně/skalní prostor,cave/abri,amcr,HES-000472,https://api.aiscr.cz/id/HES-000472
jevišovická kultura,Jevišovice Culture,amcr,HES-000373,https://api.aiscr.cz/id/HES-000373
jez,weir,amcr,HES-000052,https://api.aiscr.cz/id/HES-000052
jezdectvo,cavalry,teater,3520,https://teater.aiscr.cz/id/3520
jezero,lake,teater,1015,https://teater.aiscr.cz/id/1015
jezuitská spiritualita,Jezuit spirituality,teater,812,https://teater.aiscr.cz/id/812
jezuité,Jesuits,teater,3149,https://teater.aiscr.cz/id/3149
ječmen,barley,teater,1927,https://teater.aiscr.cz/id/1927
ježíš kristus,Jesus,teater,3808,https://teater.aiscr.cz/id/3808
jihlava-henčov,Jihlava-Henčov,amcr,HES-000195,https://api.aiscr.cz/id/HES-000195
jiná aktivita,other activity,amcr,HES-000009,https://api.aiscr.cz/id/HES-000009
jiná evidence,other evidence,amcr,HES-001061,https://api.aiscr.cz/id/HES-001061
jiná organizace,other organisation,amcr,HES-001128,https://api.aiscr.cz/id/HES-001128
jiná událost,other event,amcr,HES-001156,https://api.aiscr.cz/id/HES-001156
jiné expertní zpracování,other expert analysis,amcr,HES-001495,https://api.aiscr.cz/id/HES-001495
jiný kontext,other context,amcr,HES-000251,https://api.aiscr.cz/id/HES-000251
jiný materiál,other material,amcr,HES-001027,https://api.aiscr.cz/id/HES-001027
jiný podnět,other motivation,amcr,HES-000599,https://api.aiscr.cz/id/HES-000599
jiný text,other text,amcr,HES-001081,https://api.aiscr.cz/id/HES-001081
jiný zdroj,other source,amcr,HES-001121,https://api.aiscr.cz/id/HES-001121
jirchářství,curriers,teater,3324,https://teater.aiscr.cz/id/3324
jisté (> 95 %),certain (> 95%),amcr,HES-001449,https://api.aiscr.cz/id/HES-001449
jičín,Jičín,amcr,HES-000192,https://api.aiscr.cz/id/HES-000192
jižní afrika,South Africa,amcr,HES-001381,https://api.aiscr.cz/id/HES-001381
jižní georgie a jižní sandwichovy ostrovy,South Georgia and the South Sandwich Islands,amcr,HES-001382,https://api.aiscr.cz/id/HES-001382
jižní slované,Southern Slavs,teater,2810,https://teater.aiscr.cz/id/2810
jižní súdán,South Sudan,amcr,HES-001318,https://api.aiscr.cz/id/HES-001318
jordanovská kultura,Jordanów Culture,amcr,HES-000287,https://api.aiscr.cz/id/HES-000287
jordán (řeka),Jordan River,teater,4032,https://teater.aiscr.cz/id/4032
jordánsko,Jordan,amcr,HES-001383,https://api.aiscr.cz/id/HES-001383
josefínský katastr,Josephine Cadastre,teater,2257,https://teater.aiscr.cz/id/2257
judaismus,Judaism,teater,3816,https://teater.aiscr.cz/id/3816
judea,Judaea,teater,4033,https://teater.aiscr.cz/id/4033
juliánský kalendář,Julian calendar,teater,648,https://teater.aiscr.cz/id/648
jutové,Jutes,teater,2608,https://teater.aiscr.cz/id/2608
jutský poloostrov,Jutland Peninsula,teater,2986,https://teater.aiscr.cz/id/2986
jáma,pit,amcr,HES-000441,https://api.aiscr.cz/id/HES-000441
jáma kůlová/sloupová,stakehole/posthole,amcr,HES-000442,https://api.aiscr.cz/id/HES-000442
jáma odpadní/jímka,waste pit/cesspit,amcr,HES-000446,https://api.aiscr.cz/id/HES-000446
jáma stavební,construction pit,amcr,HES-000443,https://api.aiscr.cz/id/HES-000443
jáma zásobní,storage pit,amcr,HES-000444,https://api.aiscr.cz/id/HES-000444
jámová kultura,Yamnaya culture,teater,1128,https://teater.aiscr.cz/id/1128
jídlo,food,teater,2411,https://teater.aiscr.cz/id/2411
jíl,loam,teater,2455,https://teater.aiscr.cz/id/2455
jílový minerál,clay mineral,teater,974,https://teater.aiscr.cz/id/974
jízdní lučistníci,mounted archers,teater,3521,https://teater.aiscr.cz/id/3521
kabeirion,cabeirion,teater,1312,https://teater.aiscr.cz/id/1312
kachel,stove tile,amcr,HES-000736,https://api.aiscr.cz/id/HES-000736
kadlub,mold,amcr,HES-000716,https://api.aiscr.cz/id/HES-000716
kajmanské ostrovy,Cayman Islands (the),amcr,HES-001345,https://api.aiscr.cz/id/HES-001345
kalenderberská kultura,Kalenderberg culture,teater,1211,https://teater.aiscr.cz/id/1211
kalendář,calendar,teater,649,https://teater.aiscr.cz/id/649
kalendářní cyklus,calendar cycle,teater,4258,https://teater.aiscr.cz/id/4258
kalendářní měsíc,month,teater,650,https://teater.aiscr.cz/id/650
kalendářní obyčej,Calendar customs,teater,4259,https://teater.aiscr.cz/id/4259
kalich,goblet,teater,2043,https://teater.aiscr.cz/id/2043
kalotypie,calotype,teater,3773,https://teater.aiscr.cz/id/3773
kalvárie,calvary,teater,1324,https://teater.aiscr.cz/id/1324
kalábrie (itálie : kraj),Calabria,teater,4034,https://teater.aiscr.cz/id/4034
kamaldulové,Camaldolese,teater,3126,https://teater.aiscr.cz/id/3126
kambodža,Cambodia,amcr,HES-001291,https://api.aiscr.cz/id/HES-001291
kamej,cameo,teater,2384,https://teater.aiscr.cz/id/2384
kamenická značka,masons' mark,teater,3294,https://teater.aiscr.cz/id/3294
kamenictví,stonemasonry,teater,3293,https://teater.aiscr.cz/id/3293
kamenina,stoneware,teater,2456,https://teater.aiscr.cz/id/2456
kamenná industrie,lithics,amcr,HES-000640,https://api.aiscr.cz/id/HES-000640
kamenné jádro,stone core,amcr,HES-000776,https://api.aiscr.cz/id/HES-000776
kamenný kříž,stone cross,teater,1325,https://teater.aiscr.cz/id/1325
kamenolom,stone quarry,teater,1465,https://teater.aiscr.cz/id/1465
kamenosochařství,stone sculpture,teater,3296,https://teater.aiscr.cz/id/3296
kameník,stonemason,teater,3295,https://teater.aiscr.cz/id/3295
kamerun,Cameroon,amcr,HES-001292,https://api.aiscr.cz/id/HES-001292
kamna,stove,amcr,HES-000422,https://api.aiscr.cz/id/HES-000422
kamnář,stove maker,teater,3299,https://teater.aiscr.cz/id/3299
kamnářství,stovemaking,teater,3298,https://teater.aiscr.cz/id/3298
kampánie (itálie : kraj),Campania,teater,4035,https://teater.aiscr.cz/id/4035
kanada,Canada,amcr,HES-001293,https://api.aiscr.cz/id/HES-001293
kanalizace,sewer,amcr,HES-000464,https://api.aiscr.cz/id/HES-000464
kanaán,Canaan,teater,4036,https://teater.aiscr.cz/id/4036
kancionál,hymnal,teater,2228,https://teater.aiscr.cz/id/2228
kanelura,fluting,teater,1604,https://teater.aiscr.cz/id/1604
kanonizace,canonization,teater,754,https://teater.aiscr.cz/id/754
kanopa,canopic jars,teater,2044,https://teater.aiscr.cz/id/2044
kanovník,canon,teater,3100,https://teater.aiscr.cz/id/3100
kantabrové,Cantabri,teater,3933,https://teater.aiscr.cz/id/3933
kantharos,kantharos,teater,2045,https://teater.aiscr.cz/id/2045
kanál/náhon,channel/millrace,amcr,HES-000053,https://api.aiscr.cz/id/HES-000053
kapitula,chapter house,teater,1327,https://teater.aiscr.cz/id/1327
kaple,chapel,amcr,HES-000020,https://api.aiscr.cz/id/HES-000020
kappadokie (turecko),Cappadocia,teater,4037,https://teater.aiscr.cz/id/4037
kaptorga,kaptorga (metal pendant case),amcr,HES-000700,https://api.aiscr.cz/id/HES-000700
kapucínský klášter,Capuchin monastery,teater,1365,https://teater.aiscr.cz/id/1365
kapverdy,Cape Verde,amcr,HES-001343,https://api.aiscr.cz/id/HES-001343
karaismus,Karaism,teater,709,https://teater.aiscr.cz/id/709
kardinál,cardinal,teater,3101,https://teater.aiscr.cz/id/3101
karelové,Karelians,teater,2850,https://teater.aiscr.cz/id/2850
karelská literatura,Karelian literature,teater,2878,https://teater.aiscr.cz/id/2878
karelská poezie,Karelian poetry,teater,2879,https://teater.aiscr.cz/id/2879
karelština,Karelian,teater,2867,https://teater.aiscr.cz/id/2867
kargopolská kultura,Kargopol culture,teater,1157,https://teater.aiscr.cz/id/1157
karlovci,Carolingian dynasty,teater,3081,https://teater.aiscr.cz/id/3081
karlovy vary,Karlovy Vary,amcr,HES-000196,https://api.aiscr.cz/id/HES-000196
karmelitky,Carmelite nuns,teater,3175,https://teater.aiscr.cz/id/3175
karmelitáni,Carmelites,teater,3150,https://teater.aiscr.cz/id/3150
karmelitánská spiritualita,Carmelite spirituality,teater,813,https://teater.aiscr.cz/id/813
karmelitánský klášter,Carmelite monastery,teater,1366,https://teater.aiscr.cz/id/1366
karneval,carnival,teater,4267,https://teater.aiscr.cz/id/4267
karolinská renesance,Carolingian Renaissance,teater,2958,https://teater.aiscr.cz/id/2958
karolinská říše,Carolingian Empire,teater,2957,https://teater.aiscr.cz/id/2957
karolinské písmo,Caroline minuscule,teater,3583,https://teater.aiscr.cz/id/3583
karolinské umění,Carolingian art,teater,2960,https://teater.aiscr.cz/id/2960
karpatská mohylová kultura,Carpathian Tumuli culture,teater,1170,https://teater.aiscr.cz/id/1170
karpatská popelnicová pole,Carpathian Urnfield culture,teater,1179,https://teater.aiscr.cz/id/1179
karpové,Carpi,teater,3912,https://teater.aiscr.cz/id/3912
karroballista,carroballista,teater,1978,https://teater.aiscr.cz/id/1978
kartografie,cartography,teater,1028,https://teater.aiscr.cz/id/1028
karton,cardboard,amcr,HES-000226,https://api.aiscr.cz/id/HES-000226
kartuziánská spiritualita,Carthusian spirituality,teater,814,https://teater.aiscr.cz/id/814
kartuziánský klášter,Carthusian monastery,teater,1367,https://teater.aiscr.cz/id/1367
kartágo (zaniklé město),Carthage,teater,4039,https://teater.aiscr.cz/id/4039
kasie,casia,teater,2412,https://teater.aiscr.cz/id/2412
kasta,caste,teater,3628,https://teater.aiscr.cz/id/3628
kastelologie,castellology,teater,27,https://teater.aiscr.cz/id/27
kastilie,Castile,teater,2987,https://teater.aiscr.cz/id/2987
kasárna,barracks,teater,1449,https://teater.aiscr.cz/id/1449
katakombní kultura,Catacomb culture,teater,1135,https://teater.aiscr.cz/id/1135
katakomby,catacombs,teater,1775,https://teater.aiscr.cz/id/1775
katalog (starověké řecko),katalogos (Greek antiquity),teater,2197,https://teater.aiscr.cz/id/2197
katalánsko,Catalonia,teater,2988,https://teater.aiscr.cz/id/2988
katapult (zbraně),catapult,teater,1979,https://teater.aiscr.cz/id/1979
